Number,Experiment,Date,Day,Hour,Transfer,Strain,Media,Temperature,Treatment,Replicate,RF,Rfctrl
4,temperature,2015-01-26,11,48,C,156-4,WC,15,WC15,1,2452.58,11.43
5,temperature,2015-01-26,11,48,C,156-4,ASW,21,ASW21,2,7694.97,14.98
6,temperature,2015-01-26,11,48,C,156-4,ASW,15,ASW15,2,3463.69,14.98
7,temperature,2015-01-26,11,48,C,156-4,WC,21,WC21,2,6551.34,11.43
8,temperature,2015-01-26,11,48,C,156-4,WC,15,WC15,2,2732.8,11.43
9,temperature,2015-01-26,11,48,C,156-4,ASW,21,ASW21,3,7109.09,14.98
10,temperature,2015-01-26,11,48,C,156-4,ASW,15,ASW15,3,4022.15,14.98
11,temperature,2015-01-26,11,48,C,156-4,WC,21,WC21,3,7059.37,11.43
12,temperature,2015-01-26,11,48,C,156-4,WC,15,WC15,3,2329.48,11.43
13,temperature,2015-01-26,11,48,C,168-16,ASW,21,ASW21,1,5651.17,14.98
14,temperature,2015-01-26,11,48,C,168-16,ASW,15,ASW15,1,3300.98,14.98
15,temperature,2015-01-26,11,48,C,168-16,WC,21,WC21,1,6741.46,11.43
16,temperature,2015-01-26,11,48,C,168-16,WC,15,WC15,1,3475.75,11.43
17,temperature,2015-01-26,11,48,C,168-16,ASW,21,ASW21,2,7797.05,14.98
18,temperature,2015-01-26,11,48,C,168-16,ASW,15,ASW15,2,3090.3,14.98
19,temperature,2015-01-26,11,48,C,168-16,WC,21,WC21,2,5929.5,11.43
20,temperature,2015-01-26,11,48,C,168-16,WC,15,WC15,2,3091.28,11.43
21,temperature,2015-01-26,11,48,C,168-16,ASW,21,ASW21,3,7078.03,14.98
22,temperature,2015-01-26,11,48,C,168-16,ASW,15,ASW15,3,2878.31,14.98
23,temperature,2015-01-26,11,48,C,168-16,WC,21,WC21,3,4967.24,11.43
24,temperature,2015-01-26,11,48,C,168-16,WC,15,WC15,3,3399,11.43
1,temperature,2015-01-27,12,72,C,156-4,ASW,21,ASW21,1,13785.39,15.52
2,temperature,2015-01-27,12,72,C,156-4,ASW,15,ASW15,1,6618.76,15.52
3,temperature,2015-01-27,12,72,C,156-4,WC,21,WC21,1,9876.35,11.62
4,temperature,2015-01-27,12,72,C,156-4,WC,15,WC15,1,4283.6,11.62
5,temperature,2015-01-27,12,72,C,156-4,ASW,21,ASW21,2,13001.3,15.52
6,temperature,2015-01-27,12,72,C,156-4,ASW,15,ASW15,2,6543.06,15.52
7,temperature,2015-01-27,12,72,C,156-4,WC,21,WC21,2,11889.43,11.62
8,temperature,2015-01-27,12,72,C,156-4,WC,15,WC15,2,4556.22,11.62
9,temperature,2015-01-27,12,72,C,156-4,ASW,21,ASW21,3,12432.65,15.52
10,temperature,2015-01-27,12,72,C,156-4,ASW,15,ASW15,3,6668.13,15.52
11,temperature,2015-01-27,12,72,C,156-4,WC,21,WC21,3,11067.11,11.62
12,temperature,2015-01-27,12,72,C,156-4,WC,15,WC15,3,3924.12,11.62
13,temperature,2015-01-27,12,72,C,168-16,ASW,21,ASW21,1,9988.13,15.52
14,temperature,2015-01-27,12,72,C,168-16,ASW,15,ASW15,1,5351.83,15.52
15,temperature,2015-01-27,12,72,C,168-16,WC,21,WC21,1,11437.25,11.62
16,temperature,2015-01-27,12,72,C,168-16,WC,15,WC15,1,4992.17,11.62
17,temperature,2015-01-27,12,72,C,168-16,ASW,21,ASW21,2,13765.66,15.52
18,temperature,2015-01-27,12,72,C,168-16,ASW,15,ASW15,2,4836.39,15.52
19,temperature,2015-01-27,12,72,C,168-16,WC,21,WC21,2,10983.12,11.62
20,temperature,2015-01-27,12,72,C,168-16,WC,15,WC15,2,4578.88,11.62
21,temperature,2015-01-27,12,72,C,168-16,ASW,21,ASW21,3,12893.22,15.52
22,temperature,2015-01-27,12,72,C,168-16,ASW,15,ASW15,3,4440.42,15.52
23,temperature,2015-01-27,12,72,C,168-16,WC,21,WC21,3,9184.71,11.62
24,temperature,2015-01-27,12,72,C,168-16,WC,15,WC15,3,5378.07,11.62
1,temperature,2015-01-28,13,96,C,156-4,ASW,21,ASW21,1,20824.37,15.31
2,temperature,2015-01-28,13,96,C,156-4,ASW,15,ASW15,1,9230.63,15.31
3,temperature,2015-01-28,13,96,C,156-4,WC,21,WC21,1,16186.83,11.13
4,temperature,2015-01-28,13,96,C,156-4,WC,15,WC15,1,6753.29,11.13
5,temperature,2015-01-28,13,96,C,156-4,ASW,21,ASW21,2,18964.09,15.31
6,temperature,2015-01-28,13,96,C,156-4,ASW,15,ASW15,2,9295.03,15.31
7,temperature,2015-01-28,13,96,C,156-4,WC,21,WC21,2,18105.85,11.13
8,temperature,2015-01-28,13,96,C,156-4,WC,15,WC15,2,7021.66,11.13
9,temperature,2015-01-28,13,96,C,156-4,ASW,21,ASW21,3,18564.52,15.31
10,temperature,2015-01-28,13,96,C,156-4,ASW,15,ASW15,3,9717.23,15.31
11,temperature,2015-01-28,13,96,C,156-4,WC,21,WC21,3,16563.72,11.13
12,temperature,2015-01-28,13,96,C,156-4,WC,15,WC15,3,6054.58,11.13
13,temperature,2015-01-28,13,96,C,168-16,ASW,21,ASW21,1,16634.94,15.31
14,temperature,2015-01-28,13,96,C,168-16,ASW,15,ASW15,1,7580.93,15.31
15,temperature,2015-01-28,13,96,C,168-16,WC,21,WC21,1,17993.94,11.13
16,temperature,2015-01-28,13,96,C,168-16,WC,15,WC15,1,7962.91,11.13
17,temperature,2015-01-28,13,96,C,168-16,ASW,21,ASW21,2,21015.47,15.31
18,temperature,2015-01-28,13,96,C,168-16,ASW,15,ASW15,2,7396.13,15.31
19,temperature,2015-01-28,13,96,C,168-16,WC,21,WC21,2,17828.56,11.13
20,temperature,2015-01-28,13,96,C,168-16,WC,15,WC15,2,7182.57,11.13
21,temperature,2015-01-28,13,96,C,168-16,ASW,21,ASW21,3,19733.3,15.31
22,temperature,2015-01-28,13,96,C,168-16,ASW,15,ASW15,3,6397.14,15.31
23,temperature,2015-01-28,13,96,C,168-16,WC,21,WC21,3,15781.73,11.13
24,temperature,2015-01-28,13,96,C,168-16,WC,15,WC15,3,8286.08,11.13
1,temperature,2015-01-29,14,120,C,156-4,ASW,21,ASW21,1,30341.28,14.64
2,temperature,2015-01-29,14,120,C,156-4,ASW,15,ASW15,1,12721.11,14.64
3,temperature,2015-01-29,14,120,C,156-4,WC,21,WC21,1,23347.57,11.19
4,temperature,2015-01-29,14,120,C,156-4,WC,15,WC15,1,10387.09,11.19
5,temperature,2015-01-29,14,120,C,156-4,ASW,21,ASW21,2,27868.71,14.64
6,temperature,2015-01-29,14,120,C,156-4,ASW,15,ASW15,2,13126.81,14.64
7,temperature,2015-01-29,14,120,C,156-4,WC,21,WC21,2,24178.38,11.19
8,temperature,2015-01-29,14,120,C,156-4,WC,15,WC15,2,10477.43,11.19
9,temperature,2015-01-29,14,120,C,156-4,ASW,21,ASW21,3,25329.52,14.64
10,temperature,2015-01-29,14,120,C,156-4,ASW,15,ASW15,3,13080.21,14.64
11,temperature,2015-01-29,14,120,C,156-4,WC,21,WC21,3,24458.54,11.19
12,temperature,2015-01-29,14,120,C,156-4,WC,15,WC15,3,9280.46,11.19
13,temperature,2015-01-29,14,120,C,168-16,ASW,21,ASW21,1,24167.63,14.64
14,temperature,2015-01-29,14,120,C,168-16,ASW,15,ASW15,1,10048.77,14.64
15,temperature,2015-01-29,14,120,C,168-16,WC,21,WC21,1,27704.02,11.19
16,temperature,2015-01-29,14,120,C,168-16,WC,15,WC15,1,12170.4,11.19
17,temperature,2015-01-29,14,120,C,168-16,ASW,21,ASW21,2,31106.32,14.64
18,temperature,2015-01-29,14,120,C,168-16,ASW,15,ASW15,2,9790.56,14.64
19,temperature,2015-01-29,14,120,C,168-16,WC,21,WC21,2,28664.41,11.19
20,temperature,2015-01-29,14,120,C,168-16,WC,15,WC15,2,10993.16,11.19
21,temperature,2015-01-29,14,120,C,168-16,ASW,21,ASW21,3,29361.12,14.64
22,temperature,2015-01-29,14,120,C,168-16,ASW,15,ASW15,3,8353.3,14.64
23,temperature,2015-01-29,14,120,C,168-16,WC,21,WC21,3,25069.75,11.19
24,temperature,2015-01-29,14,120,C,168-16,WC,15,WC15,3,12501.05,11.19
1,temperature,2015-01-29,14,0,D,156-4,ASW,21,ASW21,1,1916.04,14.54
2,temperature,2015-01-29,14,0,D,156-4,ASW,15,ASW15,1,694.24,14.54
3,temperature,2015-01-29,14,0,D,156-4,WC,21,WC21,1,1598.6,11.08
4,temperature,2015-01-29,14,0,D,156-4,WC,15,WC15,1,633.94,11.08
5,temperature,2015-01-29,14,0,D,156-4,ASW,21,ASW21,2,1573.74,14.54
6,temperature,2015-01-29,14,0,D,156-4,ASW,15,ASW15,2,816.78,14.54
7,temperature,2015-01-29,14,0,D,156-4,WC,21,WC21,2,1497.89,11.08
8,temperature,2015-01-29,14,0,D,156-4,WC,15,WC15,2,610.14,11.08
9,temperature,2015-01-29,14,0,D,156-4,ASW,21,ASW21,3,1759,14.54
10,temperature,2015-01-29,14,0,D,156-4,ASW,15,ASW15,3,798.76,14.54
11,temperature,2015-01-29,14,0,D,156-4,WC,21,WC21,3,1521.27,11.08
12,temperature,2015-01-29,14,0,D,156-4,WC,15,WC15,3,587.99,11.08
13,temperature,2015-01-29,14,0,D,168-16,ASW,21,ASW21,1,1402.48,14.54
14,temperature,2015-01-29,14,0,D,168-16,ASW,15,ASW15,1,562.43,14.54
15,temperature,2015-01-29,14,0,D,168-16,WC,21,WC21,1,1539.74,11.08
16,temperature,2015-01-29,14,0,D,168-16,WC,15,WC15,1,734.62,11.08
17,temperature,2015-01-29,14,0,D,168-16,ASW,21,ASW21,2,1576.27,14.54
18,temperature,2015-01-29,14,0,D,168-16,ASW,15,ASW15,2,556.68,14.54
19,temperature,2015-01-29,14,0,D,168-16,WC,21,WC21,2,1439.76,11.08
20,temperature,2015-01-29,14,0,D,168-16,WC,15,WC15,2,646.58,11.08
21,temperature,2015-01-29,14,0,D,168-16,ASW,21,ASW21,3,1579.94,14.54
22,temperature,2015-01-29,14,0,D,168-16,ASW,15,ASW15,3,492.67,14.54
23,temperature,2015-01-29,14,0,D,168-16,WC,21,WC21,3,1355.79,11.08
24,temperature,2015-01-29,14,0,D,168-16,WC,15,WC15,3,723.9,11.08
1,temperature,2015-01-30,15,24,D,156-4,ASW,21,ASW21,1,2381.63,15.29
2,temperature,2015-01-30,15,24,D,156-4,ASW,15,ASW15,1,628.03,15.29
3,temperature,2015-01-30,15,24,D,156-4,WC,21,WC21,1,2133.52,11.32
4,temperature,2015-01-30,15,24,D,156-4,WC,15,WC15,1,651.9,11.32
5,temperature,2015-01-30,15,24,D,156-4,ASW,21,ASW21,2,2097.72,15.29
6,temperature,2015-01-30,15,24,D,156-4,ASW,15,ASW15,2,639.35,15.29
7,temperature,2015-01-30,15,24,D,156-4,WC,21,WC21,2,2163.01,11.32
8,temperature,2015-01-30,15,24,D,156-4,WC,15,WC15,2,633.6,11.32
9,temperature,2015-01-30,15,24,D,156-4,ASW,21,ASW21,3,2187.22,15.29
10,temperature,2015-01-30,15,24,D,156-4,ASW,15,ASW15,3,782,15.29
11,temperature,2015-01-30,15,24,D,156-4,WC,21,WC21,3,2068.42,11.32
12,temperature,2015-01-30,15,24,D,156-4,WC,15,WC15,3,603.02,11.32
13,temperature,2015-01-30,15,24,D,168-16,ASW,21,ASW21,1,1861.65,15.29
14,temperature,2015-01-30,15,24,D,168-16,ASW,15,ASW15,1,671.37,15.29
15,temperature,2015-01-30,15,24,D,168-16,WC,21,WC21,1,2056.51,11.32
16,temperature,2015-01-30,15,24,D,168-16,WC,15,WC15,1,811.54,11.32
17,temperature,2015-01-30,15,24,D,168-16,ASW,21,ASW21,2,2384.67,15.29
18,temperature,2015-01-30,15,24,D,168-16,ASW,15,ASW15,2,653.95,15.29
19,temperature,2015-01-30,15,24,D,168-16,WC,21,WC21,2,2020.41,11.32
20,temperature,2015-01-30,15,24,D,168-16,WC,15,WC15,2,728.47,11.32
21,temperature,2015-01-30,15,24,D,168-16,ASW,21,ASW21,3,2204.28,15.29
22,temperature,2015-01-30,15,24,D,168-16,ASW,15,ASW15,3,549.27,15.29
23,temperature,2015-01-30,15,24,D,168-16,WC,21,WC21,3,1726.19,11.32
24,temperature,2015-01-30,15,24,D,168-16,WC,15,WC15,3,876.86,11.32
1,temperature,2015-01-31,16,48,D,156-4,ASW,21,ASW21,1,4884.12,15.72
2,temperature,2015-01-31,16,48,D,156-4,ASW,15,ASW15,1,844.3,15.72
3,temperature,2015-01-31,16,48,D,156-4,WC,21,WC21,1,4221.46,11.64
4,temperature,2015-01-31,16,48,D,156-4,WC,15,WC15,1,849.95,11.64
5,temperature,2015-01-31,16,48,D,156-4,ASW,21,ASW21,2,4558.08,15.72
6,temperature,2015-01-31,16,48,D,156-4,ASW,15,ASW15,2,710.57,15.72
7,temperature,2015-01-31,16,48,D,156-4,WC,21,WC21,2,4454.74,11.64
8,temperature,2015-01-31,16,48,D,156-4,WC,15,WC15,2,768.29,11.64
9,temperature,2015-01-31,16,48,D,156-4,ASW,21,ASW21,3,4637.89,15.72
10,temperature,2015-01-31,16,48,D,156-4,ASW,15,ASW15,3,1036.1,15.72
11,temperature,2015-01-31,16,48,D,156-4,WC,21,WC21,3,4343.69,11.64
12,temperature,2015-01-31,16,48,D,156-4,WC,15,WC15,3,703.09,11.64
13,temperature,2015-01-31,16,48,D,168-16,ASW,21,ASW21,1,3782.28,15.72
14,temperature,2015-01-31,16,48,D,168-16,ASW,15,ASW15,1,922.75,15.72
15,temperature,2015-01-31,16,48,D,168-16,WC,21,WC21,1,3869.18,11.64
16,temperature,2015-01-31,16,48,D,168-16,WC,15,WC15,1,1279.43,11.64
17,temperature,2015-01-31,16,48,D,168-16,ASW,21,ASW21,2,4841.65,15.72
18,temperature,2015-01-31,16,48,D,168-16,ASW,15,ASW15,2,896.43,15.72
19,temperature,2015-01-31,16,48,D,168-16,WC,21,WC21,2,4099.68,11.64
20,temperature,2015-01-31,16,48,D,168-16,WC,15,WC15,2,1102.93,11.64
21,temperature,2015-01-31,16,48,D,168-16,ASW,21,ASW21,3,4523.87,15.72
22,temperature,2015-01-31,16,48,D,168-16,ASW,15,ASW15,3,693.65,15.72
23,temperature,2015-01-31,16,48,D,168-16,WC,21,WC21,3,3523.67,11.64
24,temperature,2015-01-31,16,48,D,168-16,WC,15,WC15,3,1264.64,11.64
